esntl_no,elsm_nm,schl_nm,fdtn_sctn_dscnt,tot_po,ten_und_po,hshld_co,examin_mt,examin_dt,ave_fnds,qltwtr_poll_entrps_co,addr_1,addr_2
26750,어린이집,아이세상어린이집,사립,23343,468,3302,11,1,28.18601937,0,경상북도,청도군
26751,어린이집,범곡휴먼시아어린이집,사립,23343,468,3302,11,1,28.18601937,0,경상북도,청도군
26752,어린이집,용담어린이집,사립,11046,122,1860,11,1,28.18601937,0,경상북도,고령군
26753,어린이집,성산어린이집,사립,8631,117,1418,11,1,28.18601937,1,경상북도,고령군
26754,어린이집,아이캔어린이집,사립,30011,947,4059,11,1,28.18601937,1,경상북도,고령군
26755,어린이집,안림어린이집,사립,11046,122,1860,11,1,28.18601937,10,경상북도,고령군
26756,어린이집,해맑은어린이집,사립,30540,861,4897,11,1,28.18601937,0,경상북도,고령군
26757,어린이집,위키즈어린이집,사립,30011,947,4059,11,1,28.18601937,0,경상북도,고령군
26758,어린이집,에덴어린이집,사립,30011,947,4059,11,1,28.18601937,4,경상북도,고령군
26759,어린이집,예원어린이집,사립,30011,947,4059,11,1,28.18601937,2,경상북도,고령군
26760,어린이집,해바라기 어린이집,사립,30540,861,4897,11,1,28.18601937,0,경상북도,고령군
26761,어린이집,꼬마별어린이집,사립,30540,861,4897,11,1,28.18601937,0,경상북도,고령군
26762,어린이집,신나는어린이집,사립,30540,861,4897,11,1,28.18601937,0,경상북도,고령군
26763,어린이집,가야어린이집,사립,30540,861,4897,11,1,28.18601937,0,경상북도,고령군
26764,어린이집,영산어린이집,사립,30011,947,4059,11,1,28.18601937,1,경상북도,고령군
26765,어린이집,다산어린이집,사립,30011,947,4059,11,1,28.18601937,1,경상북도,고령군
26766,어린이집,송천꿈나무어린이집,사립,6963,74,1171,11,1,28.18601937,1,경상북도,고령군
26767,어린이집,상곡어린이집,사립,30011,947,4059,11,1,28.18601937,1,경상북도,고령군
26768,어린이집,고령영재어린이집,사립,11046,122,1860,11,1,28.18601937,11,경상북도,고령군
26769,어린이집,새싹어린이집,사립,30011,947,4059,11,1,28.18601937,3,경상북도,고령군
26770,어린이집,우륵어린이집,사립,30011,947,4059,11,1,28.18601937,3,경상북도,고령군
26771,어린이집,성주어린이집,사립,38203,1116,6458,11,1,28.18601937,0,경상북도,성주군
26772,어린이집,벽진어린이집,사립,8818,117,1691,11,1,28.18601937,0,경상북도,성주군
26773,어린이집,창천어린이집,사립,5573,53,1163,11,1,28.18601937,0,경상북도,성주군
26774,어린이집,초전어린이집,사립,13471,203,2328,11,1,28.18601937,0,경상북도,성주군
26775,어린이집,들사랑 어린이집,사립,38203,1116,6458,11,1,28.18601937,0,경상북도,성주군
26776,어린이집,천사어린이집,사립,38203,1116,6458,11,1,28.18601937,0,경상북도,성주군
26777,어린이집,아이사랑어린이집,사립,10039,156,1774,11,1,28.18601937,6,경상북도,성주군
26778,어린이집,소망어린이집,사립,38203,1116,6458,11,1,28.18601937,0,경상북도,성주군
26779,어린이집,용암선교어린이집,사립,10320,127,2051,11,1,28.18601937,3,경상북도,성주군
26780,어린이집,온누리꼬마숲어린이집,사립,38203,1116,6458,11,1,28.18601937,0,경상북도,성주군
26781,어린이집,통큰어린이집,사립,38203,1116,6458,11,1,28.18601937,0,경상북도,성주군
26782,어린이집,선남 어린이집,사립,18903,283,3411,11,1,28.18601937,2,경상북도,성주군
26783,어린이집,큰나무별어린이집,사립,18903,283,3411,11,1,28.18601937,7,경상북도,성주군
26784,어린이집,중앙어린이집,사립,38203,1116,6458,11,1,28.18601937,0,경상북도,성주군
26785,어린이집,무궁화어린이집,사립,38203,1116,6458,11,1,28.18601937,0,경상북도,성주군
26786,어린이집,수륜앨리스어린이집,사립,8444,111,1816,11,1,28.18601937,0,경상북도,성주군
26787,어린이집,햇볕쨍어린이집,사립,38203,1116,6458,11,1,28.18601937,0,경상북도,성주군
26788,어린이집,예닮어린이집,사립,38203,1116,6458,11,1,28.18601937,0,경상북도,성주군
26789,어린이집,키즈어린이집,사립,38203,1116,6458,11,1,28.18601937,0,경상북도,성주군
26790,어린이집,꼬마성어린이집,사립,38203,1116,6458,11,1,28.18601937,0,경상북도,성주군
26791,어린이집,무지개어린이집,사립,38203,1116,6458,11,1,28.18601937,0,경상북도,성주군
26793,어린이집,솔지어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26794,어린이집,동명어린이집,사립,17126,172,2904,11,1,28.18601937,4,경상북도,칠곡군
26795,어린이집,천재어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26796,어린이집,별빛어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26797,어린이집,한나래어린이집,사립,36032,720,4787,11,1,28.18601937,0,경상북도,칠곡군
26798,어린이집,송죽어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26801,어린이집,해맑은어린이집,사립,36032,720,4787,11,1,28.18601937,0,경상북도,칠곡군
26802,어린이집,솔로몬어린이집,사립,77285,3161,9801,11,1,28.18601937,0,경상북도,칠곡군
26803,어린이집,신영숲어린이집,사립,36032,720,4787,11,1,28.18601937,1,경상북도,칠곡군
26804,어린이집,칠곡어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26805,어린이집,대한영재어린이집,사립,77285,3161,9801,11,1,28.18601937,2,경상북도,칠곡군
26806,어린이집,상록어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26807,어린이집,한울림어린이집,사립,36032,720,4787,11,1,28.18601937,0,경상북도,칠곡군
26809,어린이집,제일어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26810,어린이집,칠곡군 소망어린이집,사립,97197,2688,14764,11,1,28.18601937,17,경상북도,칠곡군
26811,어린이집,햇병아리어린이집,사립,36032,720,4787,11,1,28.18601937,1,경상북도,칠곡군
26812,어린이집,예향어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26813,어린이집,자연어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26815,어린이집,한국어린이집,사립,77285,3161,9801,11,1,28.18601937,6,경상북도,칠곡군
26819,어린이집,천평어린이집,사립,12117,112,1950,11,1,28.18601937,4,경상북도,칠곡군
26823,어린이집,신영어린이집,사립,36032,720,4787,11,1,28.18601937,3,경상북도,칠곡군
26824,어린이집,꿈나라어린이집,사립,36032,720,4787,11,1,28.18601937,0,경상북도,칠곡군
26825,어린이집,인성생태어린이집,사립,100041,5740,14403,11,1,28.18601937,0,경상북도,칠곡군
26826,어린이집,가산어린이집,사립,12117,112,1950,11,1,28.18601937,4,경상북도,칠곡군
26827,어린이집,꿈나무  어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26828,어린이집,한빛어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26829,어린이집,안디옥선교어린이집,사립,77285,3161,9801,11,1,28.18601937,4,경상북도,칠곡군
26830,어린이집,지혜로은어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26831,어린이집,키즈스쿨어린이집,사립,77285,3161,9801,11,1,28.18601937,0,경상북도,칠곡군
26833,어린이집,북삼꼬마둥지어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26836,어린이집,왕웅어린이집,사립,15228,135,2445,11,1,28.18601937,1,경상북도,칠곡군
26837,어린이집,숭문 어린이집,사립,77285,3161,9801,11,1,28.18601937,0,경상북도,칠곡군
26838,어린이집,꼬마둥지어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26839,어린이집,화성꿈터어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26840,어린이집,아이세상어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26841,어린이집,베베또래어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26842,어린이집,앙팡플레잉 어린이집,사립,36032,720,4787,11,1,28.18601937,0,경상북도,칠곡군
26844,어린이집,현대예슬어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26846,어린이집,부영아이나라어린이집,사립,100041,5740,14403,11,1,28.18601937,1,경상북도,칠곡군
26848,어린이집,엄마사랑 어린이집,사립,77285,3161,9801,11,1,28.18601937,0,경상북도,칠곡군
26849,어린이집,삼성어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26850,어린이집,도담어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26851,어린이집,키즈빌어린이집,사립,100041,5740,14403,11,1,28.18601937,0,경상북도,칠곡군
26853,어린이집,오성어린이집,사립,36032,720,4787,11,1,28.18601937,0,경상북도,칠곡군
26854,어린이집,꿈동산어린이집,사립,36032,720,4787,11,1,28.18601937,0,경상북도,칠곡군
26855,어린이집,새싹어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26857,어린이집,화성튼튼어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26859,어린이집,삼주강변어린이집,사립,36032,720,4787,11,1,28.18601937,2,경상북도,칠곡군
26862,어린이집,채록어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26863,어린이집,아이뜰어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26864,어린이집,아기별어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26867,어린이집,하나어린이집,사립,77285,3161,9801,11,1,28.18601937,1,경상북도,칠곡군
26868,어린이집,초콜릿어린이집,사립,77285,3161,9801,11,1,28.18601937,2,경상북도,칠곡군
26870,어린이집,문화어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26884,어린이집,늘푸른사랑어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26885,어린이집,예쁜어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26891,어린이집,잼잼어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26897,어린이집,꿈땅어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26898,어린이집,칠곡군 행복어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26899,어린이집,동산어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26912,어린이집,라온어린이집,사립,100041,5740,14403,11,1,28.18601937,0,경상북도,칠곡군
26915,어린이집,아이캔몬테소리어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26919,어린이집,동화꿈꾸는어린이집,사립,100041,5740,14403,11,1,28.18601937,1,경상북도,칠곡군
2693,유치원,아람유치원,사립,159106,4100,20848,11,1,28.18601937,4,부산광역시,금정구
26930,어린이집,다솜아트스쿨어린이집,사립,100041,5740,14403,11,1,28.18601937,0,경상북도,칠곡군
26934,어린이집,찬누리어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
26935,어린이집,칠곡군샛별어린이집,사립,97197,2688,14764,11,1,28.18601937,0,경상북도,칠곡군
2694,유치원,교동초등학교병설유치원,공립,52247,1858,9252,11,1,28.18601937,3,부산광역시,동래구
26948,어린이집,한울어린이집,사립,100041,5740,14403,11,1,28.18601937,0,경상북도,칠곡군
26947,어린이집,효성해마루어린이집,사립,100041,5740,14403,11,1,28.18601937,2,경상북도,칠곡군
26949,어린이집,초록나무어린이집,사립,100041,5740,14403,11,1,28.18601937,0,경상북도,칠곡군
2695,유치원,한누리유치원,사립,149668,3974,20792,11,1,28.18601937,0,부산광역시,동래구
26952,어린이집,그라미센텀 어린이집,사립,13605,127,2463,11,1,28.18601937,0,경상북도,칠곡군
26953,어린이집,성락어린이집,사립,53002,1445,7182,11,1,28.18601937,1,경상북도,예천군
26954,어린이집,삼성프라임어린이집,사립,53002,1445,7182,11,1,28.18601937,0,경상북도,예천군
26955,어린이집,예천사랑어린이집,사립,53002,1445,7182,11,1,28.18601937,0,경상북도,예천군
26956,어린이집,키즈어린이집,사립,53002,1445,7182,11,1,28.18601937,0,경상북도,예천군
26957,어린이집,성심어린이집,사립,53002,1445,7182,11,1,28.18601937,0,경상북도,예천군
26958,어린이집,예천어린이집,사립,53002,1445,7182,11,1,28.18601937,1,경상북도,예천군
26959,어린이집,아롱다롱어린이집,사립,53002,1445,7182,11,1,28.18601937,0,경상북도,예천군
2696,유치원,삼광사부설광명유치원,사립,63474,1397,9917,11,1,28.18601937,4,부산광역시,금정구
26960,어린이집,꿈동산어린이집,사립,53002,1445,7182,11,1,28.18601937,0,경상북도,예천군
26961,어린이집,용궁어린이집,사립,7829,76,1399,11,1,28.18601937,0,경상북도,예천군
26962,어린이집,아이사랑어린이집,사립,53002,1445,7182,11,1,28.18601937,1,경상북도,예천군
26963,어린이집,군립풍양어린이집,사립,10108,117,1849,11,1,28.18601937,0,경상북도,예천군
26964,어린이집,샛별어린이집,사립,53002,1445,7182,11,1,28.18601937,0,경상북도,예천군
26965,어린이집,도담어린이집,사립,53002,1445,7182,11,1,28.18601937,0,경상북도,예천군
26966,어린이집,군립대심주공어린이집,사립,53002,1445,7182,11,1,28.18601937,0,경상북도,예천군
26967,어린이집,자연어린이집,사립,53002,1445,7182,11,1,28.18601937,0,경상북도,예천군
26968,어린이집,피노키오어린이집,사립,53002,1445,7182,11,1,28.18601937,0,경상북도,예천군
26969,어린이집,군립호명어린이집,사립,7070,92,6758,11,1,28.18601937,0,경상북도,예천군
2697,유치원,꿈나무유치원,사립,63474,1397,9917,11,1,28.18601937,0,부산광역시,금정구
26970,어린이집,군립유천어린이집,사립,8820,287,1401,11,1,28.18601937,0,경상북도,예천군
26971,어린이집,군립용문어린이집,사립,7026,112,1346,11,1,28.18601937,0,경상북도,예천군
26973,어린이집,아이원어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26974,어린이집,꿈터우방어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26975,어린이집,키즈하버드어린이집,사립,4982,53,958,11,1,28.18601937,0,경상북도,예천군
26976,어린이집,아이파크어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26977,어린이집,고운어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26978,어린이집,우방어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26979,어린이집,어린이나라어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
2698,유치원,구서초등학교병설유치원,공립,159106,4100,20848,11,1,28.18601937,5,부산광역시,금정구
26980,어린이집,하나 몬테소리어린이집,사립,10851,165,2875,11,1,28.18601937,0,경상북도,예천군
26981,어린이집,일이삼어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26982,어린이집,호반아이꿈어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26983,어린이집,호반어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26984,어린이집,천사어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26985,어린이집,꿈빛어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26986,어린이집,예천군청어린이집,사립,53002,1445,7182,11,1,28.18601937,0,경상북도,예천군
26987,어린이집,새싹어린이집,사립,10851,165,2875,11,1,28.18601937,0,경상북도,예천군
26988,어린이집,꿈나래어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26989,어린이집,웃는아이어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
2699,유치원,글로잉유치원,사립,407940,9572,65222,11,1,28.18601937,3,부산광역시,연제구
26990,어린이집,아띠어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26991,어린이집,파스텔어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26992,어린이집,우방센트럴어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
26993,어린이집,우방센텀어린이집,사립,53002,1445,7182,11,1,28.18601937,0,경상북도,예천군
26994,어린이집,도담숲어린이집,사립,7070,92,6758,11,1,28.18601937,0,경상북도,예천군
26995,어린이집,동일스위트어린이집,사립,7070,92,6758,11,1,28.18601937,0,경상북도,예천군
26996,어린이집,소담어린이집,사립,7070,92,6758,11,1,28.18601937,0,경상북도,예천군
26997,어린이집,동일키즈어린이집,사립,7070,92,6758,11,1,28.18601937,0,경상북도,예천군
26998,어린이집,송이어린이집,사립,7070,92,6758,11,1,28.18601937,0,경상북도,예천군
26999,어린이집,국공립호반2차어린이집,사립,7070,92,6758,11,1,28.18601937,0,경상북도,예천군
2700,유치원,아이숲유치원,사립,88845,1511,12539,11,1,28.18601937,1,부산광역시,동래구
27000,어린이집,리움어린이집,사립,7070,92,6758,11,1,28.18601937,1,경상북도,예천군
27001,어린이집,예성어린이집,사립,8820,287,1401,11,1,28.18601937,0,경상북도,예천군
27002,어린이집,우주어린이집,사립,30270,851,4768,11,1,28.18601937,0,경상북도,봉화군
27003,어린이집,석포어린이집,사립,6445,250,1071,11,1,28.18601937,0,경상북도,봉화군
27004,어린이집,춘양어린이집,사립,13501,233,2443,11,1,28.18601937,0,경상북도,봉화군
27005,어린이집,제일어린이집,사립,30270,851,4768,11,1,28.18601937,0,경상북도,봉화군
27006,어린이집,봉화어린이집,사립,30270,851,4768,11,1,28.18601937,0,경상북도,봉화군
27007,어린이집,연꽃어린이집,사립,30270,851,4768,11,1,28.18601937,0,경상북도,봉화군
27008,어린이집,봉성어린이집,사립,6173,62,1128,11,1,28.18601937,0,경상북도,봉화군
27009,어린이집,단비어린이집,사립,30270,851,4768,11,1,28.18601937,0,경상북도,봉화군
2701,유치원,럭키동래유치원,사립,222184,4677,32310,11,1,28.18601937,1,부산광역시,동래구
27010,어린이집,오렌지어린이집,사립,30270,851,4768,11,1,28.18601937,0,경상북도,봉화군
27011,어린이집,꼬마숲어린이집,사립,30270,851,4768,11,1,28.18601937,0,경상북도,봉화군
27012,어린이집,명호어린이집,사립,6387,84,1247,11,1,28.18601937,0,경상북도,봉화군
27014,어린이집,월송어린이집,사립,9446,125,1726,11,1,28.18601937,0,경상북도,울진군
27015,어린이집,매화어린이집,사립,6743,82,1256,11,1,28.18601937,0,경상북도,울진군
27016,어린이집,북면하나어린이집,사립,19848,698,3296,11,1,28.18601937,0,경상북도,울진군
27017,어린이집,울진보듬이나눔이어린이,사립,40990,1473,6068,11,1,28.18601937,0,경상북도,울진군
27018,어린이집,죽변어린이집,사립,21300,601,3570,11,1,28.18601937,0,경상북도,울진군
27019,어린이집,고우이보듬이나눔이어린,사립,40990,1473,6068,11,1,28.18601937,0,경상북도,울진군
2702,유치원,금정유치원,공립,63474,1397,9917,11,1,28.18601937,8,부산광역시,금정구
27020,어린이집,중앙어린이집,사립,40990,1473,6068,11,1,28.18601937,1,경상북도,울진군
27021,어린이집,후포어린이집,사립,23544,462,3918,11,1,28.18601937,1,경상북도,울진군
27022,어린이집,꿈나무어린이집,사립,19848,698,3296,11,1,28.18601937,0,경상북도,울진군
27023,어린이집,평해어린이집,사립,9446,125,1726,11,1,28.18601937,0,경상북도,울진군
27024,어린이집,온정어린이집,사립,5466,56,1012,11,1,28.18601937,0,경상북도,울진군
27025,어린이집,까까오어린이집,사립,19848,698,3296,11,1,28.18601937,0,경상북도,울진군
27026,어린이집,파스텔어린이집,사립,40990,1473,6068,11,1,28.18601937,1,경상북도,울진군
27027,어린이집,참사랑어린이집,사립,40990,1473,6068,11,1,28.18601937,0,경상북도,울진군
27028,어린이집,울진아이큐어린이집,사립,40990,1473,6068,11,1,28.18601937,0,경상북도,울진군
27029,어린이집,삼일어린이집,사립,21300,601,3570,11,1,28.18601937,0,경상북도,울진군
2703,유치원,거제초등학교병설유치원,공립,202616,6072,24694,11,1,28.18601937,3,부산광역시,연제구
27030,어린이집,동화나라어린이집,사립,23544,462,3918,11,1,28.18601937,1,경상북도,울진군
27031,어린이집,동일어린이집,사립,21300,601,3570,11,1,28.18601937,0,경상북도,울진군
27032,어린이집,죽변파스텔어린이집,사립,21300,601,3570,11,1,28.18601937,0,경상북도,울진군
27033,어린이집,세종어린이집,사립,23544,462,3918,11,1,28.18601937,1,경상북도,울진군
27034,어린이집,기쁨놀이방,사립,40990,1473,6068,11,1,28.18601937,0,경상북도,울진군
27035,어린이집,한솔어린이집,사립,23544,462,3918,11,1,28.18601937,1,경상북도,울진군
27036,어린이집,리리어린이집,사립,19848,698,3296,11,1,28.18601937,0,경상북도,울진군
27037,어린이집,기성어린이집,사립,8635,98,1640,11,1,28.18601937,0,경상북도,울진군
27038,어린이집,딸기어린이집,사립,40990,1473,6068,11,1,28.18601937,0,경상북도,울진군
27039,어린이집,기쁨놀이방,사립,40990,1473,6068,11,1,28.18601937,1,경상북도,울진군
2704,유치원,연천유치원,사립,407940,9572,65222,11,1,28.18601937,0,부산광역시,연제구
27040,어린이집,창의놀이어린이집,사립,40990,1473,6068,11,1,28.18601937,0,경상북도,울진군
27043,어린이집,한울어린이집,사립,19848,698,3296,11,1,28.18601937,0,경상북도,울진군
27044,어린이집,꿈나무어린이집,사립,18459,392,3845,11,1,28.18601937,0,경상북도,울릉군
27045,어린이집,독도교회부설어린이집,사립,18459,392,3845,11,1,28.18601937,0,경상북도,울릉군
27046,어린이집,영화어린이집,사립,34262,757,4757,11,1,28.18601937,0,광주광역시,동구
27047,어린이집,아이뜰 호남어린이집,사립,55813,1053,7317,11,1,28.18601937,1,광주광역시,동구
27048,어린이집,햇살좋은어린이집,사립,40275,960,5168,11,1,28.18601937,1,광주광역시,동구
27049,어린이집,한빛어린이집,사립,52730,1464,9721,11,1,28.18601937,0,광주광역시,동구
2705,유치원,명륜자연유치원,사립,52247,1858,9252,11,1,28.18601937,2,부산광역시,동래구
27050,어린이집,동구어린이집,사립,14697,153,3099,11,1,28.18601937,4,광주광역시,동구
27051,어린이집,신나는 어린이집,사립,56115,1189,9006,11,1,28.18601937,0,광주광역시,동구
27052,어린이집,햇살좋은어린이집,사립,52730,1464,9721,11,1,28.18601937,1,광주광역시,동구
27053,어린이집,영신어린이집,사립,52730,1464,9721,11,1,28.18601937,0,광주광역시,동구
27054,어린이집,사임당어린이집,사립,55813,1053,7317,11,1,28.18601937,0,광주광역시,동구
27055,어린이집,광주삼광어린이집,사립,52730,1464,9721,11,1,28.18601937,1,광주광역시,동구
27056,어린이집,전남대학교병원어린이집,사립,20513,155,2203,11,1,28.18601937,2,광주광역시,동구
27057,어린이집,동광어린이집,사립,52730,1464,9721,11,1,28.18601937,0,광주광역시,동구
27058,어린이집,동구청학운어린이집,사립,83351,1728,11446,11,1,28.18601937,0,광주광역시,동구
27059,어린이집,평화어린이집,사립,83351,1728,11446,11,1,28.18601937,0,광주광역시,동구
2706,유치원,스펀지유치원,사립,95370,2965,12940,11,1,28.18601937,4,부산광역시,동래구
27060,어린이집,푸른동산어린이집,사립,55813,1053,7317,11,1,28.18601937,1,광주광역시,동구
27061,어린이집,꿈꾸는어린이집,사립,55813,1053,7317,11,1,28.18601937,0,광주광역시,동구
27062,어린이집,동명어린이집,사립,26545,828,6079,11,1,28.18601937,0,광주광역시,동구
27063,어린이집,혜성어린이집,사립,55813,1053,7317,11,1,28.18601937,5,광주광역시,동구
27064,어린이집,피망어린이집,사립,55813,1053,7317,11,1,28.18601937,4,광주광역시,동구
27065,어린이집,도담도담영아전담어린이,사립,83351,1728,11446,11,1,28.18601937,0,광주광역시,동구
27066,어린이집,뽀미어린이집,사립,52730,1464,9721,11,1,28.18601937,0,광주광역시,동구
27067,어린이집,새싹어린이집,사립,15526,192,2239,11,1,28.18601937,5,광주광역시,동구
27068,어린이집,두산위브도담어린이집,사립,55813,1053,7317,11,1,28.18601937,0,광주광역시,동구
27069,어린이집,시청중앙어린이집,사립,55813,1053,7317,11,1,28.18601937,4,광주광역시,동구
2707,유치원,동명초등학교병설유치원,공립,407940,9572,65222,11,1,28.18601937,0,부산광역시,연제구
27070,어린이집,꿈나무어린이집,사립,34262,757,4757,11,1,28.18601937,0,광주광역시,동구
27071,어린이집,연화어린이집,사립,34262,757,4757,11,1,28.18601937,1,광주광역시,동구
27072,어린이집,아름드리어린이집,사립,83351,1728,11446,11,1,28.18601937,1,광주광역시,동구
27073,어린이집,광주삼성어린이집,사립,14697,153,3099,11,1,28.18601937,4,광주광역시,동구
27074,어린이집,해냄어린이집,사립,55813,1053,7317,11,1,28.18601937,0,광주광역시,동구
27075,어린이집,튼튼어린이집,사립,40275,960,5168,11,1,28.18601937,0,광주광역시,동구
27076,어린이집,다솜어린이집,사립,56115,1189,9006,11,1,28.18601937,0,광주광역시,동구
27077,어린이집,에델바이스어린이집,사립,52730,1464,9721,11,1,28.18601937,1,광주광역시,동구
27078,어린이집,무등어린이집,사립,56115,1189,9006,11,1,28.18601937,0,광주광역시,동구
27079,어린이집,광주산수교회어린이집,사립,56115,1189,9006,11,1,28.18601937,0,광주광역시,동구
2708,유치원,안락초등학교병설유치원,공립,88845,1511,12539,11,1,28.18601937,1,부산광역시,동래구
27080,어린이집,백합어린이집,사립,52730,1464,9721,11,1,28.18601937,1,광주광역시,동구
27081,어린이집,고우나어린이집,사립,52730,1464,9721,11,1,28.18601937,1,광주광역시,동구
27082,어린이집,꿈동산어린이집,사립,55813,1053,7317,11,1,28.18601937,0,광주광역시,동구
27083,어린이집,푸르른어린이집,사립,40275,960,5168,11,1,28.18601937,0,광주광역시,동구
27084,어린이집,라온어린이집,사립,26545,828,6079,11,1,28.18601937,0,광주광역시,동구
27085,어린이집,KT 광주어린이집,사립,20513,155,2203,11,1,28.18601937,5,광주광역시,동구
27088,어린이집,백암어린이집,사립,52730,1464,9721,11,1,28.18601937,0,광주광역시,동구
2709,유치원,청룡초등학교병설유치원,공립,30800,653,4437,11,1,28.18601937,3,부산광역시,금정구
27090,어린이집,해달별어린이집,사립,83351,1728,11446,11,1,28.18601937,0,광주광역시,동구
27092,어린이집,리베폴어린이집,사립,83351,1728,11446,11,1,28.18601937,0,광주광역시,동구
27094,어린이집,동구월남어린이집,사립,26545,828,6079,11,1,28.18601937,0,광주광역시,동구
27096,어린이집,호반사임당어린이집,사립,26545,828,6079,11,1,28.18601937,0,광주광역시,동구
27097,어린이집,아이파크어린이집,사립,83351,1728,11446,11,1,28.18601937,0,광주광역시,동구
27099,어린이집,광주하나금융공동직장어,사립,16025,117,2409,11,1,28.18601937,25,광주광역시,동구
271,어린이집,창조어린이집,사립,21579,593,4210,11,1,28.18601937,0,강원도,춘천시
2710,유치원,예인유치원,사립,149668,3974,20792,11,1,28.18601937,0,부산광역시,동래구
27100,어린이집,리채사랑어린이집,사립,26545,828,6079,11,1,28.18601937,0,광주광역시,동구
27105,어린이집,동구푸른길어린이집,사립,280337,7531,41765,11,1,28.18601937,4,광주광역시,동구
27107,어린이집,아마란스어린이집,사립,280337,7531,41765,11,1,28.18601937,0,광주광역시,서구
27108,어린이집,라인어린이집,사립,280337,7531,41765,11,1,28.18601937,3,광주광역시,서구
27109,어린이집,월드비전어린이집,사립,30711,758,4245,11,1,28.18601937,2,광주광역시,서구
2711,유치원,안성자연유치원,사립,88845,1511,12539,11,1,28.18601937,3,부산광역시,동래구
27110,어린이집,클래스어린이집,사립,280337,7531,41765,11,1,28.18601937,1,광주광역시,서구
27111,어린이집,엄마마음어린이집,사립,156194,5034,19082,11,1,28.18601937,0,광주광역시,서구
27112,어린이집,금부어린이집,사립,156194,5034,19082,11,1,28.18601937,1,광주광역시,서구
27113,어린이집,아이생각어린이집,사립,37040,1395,4645,11,1,28.18601937,2,광주광역시,서구
