esntl_no,elsm_nm,schl_nm,fdtn_sctn_dscnt,tot_po,ten_und_po,hshld_co,examin_mt,examin_dt,ave_fnds,qltwtr_poll_entrps_co,addr_1,addr_2
1,어린이집,이루숲어린이집,사립,131164,4236,17007,11,1,28.18601937,0,강원도,춘천시
10,어린이집,창의나라어린이집,사립,119519,3793,14986,11,1,28.18601937,0,강원도,춘천시
100,어린이집,사랑어린이집,사립,12371,163,2266,11,1,28.18601937,0,강원도,춘천시
1000,어린이집,꼬마대통령어린이집,사립,29106,714,6988,11,1,28.18601937,0,강원도,강릉시
1001,어린이집,솔빛어린이집,사립,79212,1715,11545,11,1,28.18601937,0,강원도,강릉시
1002,어린이집,꿈꾸는어린이집,사립,16346,442,2349,11,1,28.18601937,0,강원도,강릉시
1003,어린이집,베이비스쿨어린이집,사립,51121,797,8920,11,1,28.18601937,10,강원도,강릉시
1004,어린이집,클아이몬테소리어린이집,사립,50559,1020,7793,11,1,28.18601937,0,강원도,강릉시
1006,어린이집,애플어린이집,사립,79212,1715,11545,11,1,28.18601937,1,강원도,강릉시
10062,유치원,아카밸리숲유치원,사립,31451,766,4835,11,1,28.18601937,1,경기도,이천시
10063,유치원,자연유치원,사립,131181,6299,18244,11,1,28.18601937,0,경기도,이천시
10064,유치원,이천은광유치원,사립,131181,6299,18244,11,1,28.18601937,0,경기도,이천시
10065,유치원,봄밭유치원,사립,114255,5329,14618,11,1,28.18601937,0,경기도,이천시
10066,유치원,나래초등학교병설유치원,공립,47649,1361,6501,11,1,28.18601937,0,경기도,이천시
10067,유치원,대서초등학교병설유치원,공립,47649,1361,6501,11,1,28.18601937,0,경기도,이천시
10068,유치원,대월초등학교병설유치원,공립,40388,1671,6906,11,1,28.18601937,2,경기도,이천시
10069,유치원,도암초등학교병설유치원,공립,36033,842,6073,11,1,28.18601937,2,경기도,이천시
1007,어린이집,누리콩어린이집,사립,59716,1408,8252,11,1,28.18601937,0,강원도,강릉시
10070,유치원,도지초등학교병설유치원,공립,32220,796,4677,11,1,28.18601937,3,경기도,이천시
10071,유치원,마장초등학교병설유치원,공립,30723,413,5612,11,1,28.18601937,0,경기도,이천시
10072,유치원,나루유치원,사립,114255,5329,14618,11,1,28.18601937,1,경기도,이천시
10073,유치원,삼성숲유치원,사립,114255,5329,14618,11,1,28.18601937,2,경기도,이천시
10074,유치원,백사초등학교병설유치원,공립,32220,796,4677,11,1,28.18601937,3,경기도,이천시
10075,유치원,부발초등학교병설유치원,공립,114255,5329,14618,11,1,28.18601937,1,경기도,이천시
10076,유치원,설봉초등학교병설유치원,공립,56098,1463,8335,11,1,28.18601937,2,경기도,이천시
10077,유치원,설성초등학교병설유치원,공립,15779,258,2501,11,1,28.18601937,0,경기도,이천시
10078,유치원,송곡초등학교병설유치원,공립,14955,214,2211,11,1,28.18601937,4,경기도,이천시
10079,유치원,신둔초등학교병설유치원,공립,36033,842,6073,11,1,28.18601937,0,경기도,이천시
1008,어린이집,소라어린이집,사립,79212,1715,11545,11,1,28.18601937,1,강원도,강릉시
10080,유치원,신하초등학교병설유치원,공립,114255,5329,14618,11,1,28.18601937,0,경기도,이천시
10081,유치원,아미초등학교병설유치원,공립,114255,5329,14618,11,1,28.18601937,1,경기도,이천시
10082,유치원,안흥초등학교병설유치원,공립,131181,6299,18244,11,1,28.18601937,0,경기도,이천시
10083,유치원,율면초등학교병설유치원,공립,9566,104,1468,11,1,28.18601937,0,경기도,이천시
10084,유치원,이천가산초등학교병설유,공립,114255,5329,14618,11,1,28.18601937,2,경기도,이천시
10085,유치원,이천송정초등학교병설유,공립,131181,6299,18244,11,1,28.18601937,0,경기도,이천시
10086,유치원,이천초등학교병설유치원,공립,56098,1463,8335,11,1,28.18601937,0,경기도,이천시
10087,유치원,이천남초등학교병설유치,공립,48810,1357,7574,11,1,28.18601937,2,경기도,이천시
10088,유치원,이천단월초등학교병설유,공립,48810,1357,7574,11,1,28.18601937,0,경기도,이천시
10089,유치원,이천매곡초등학교병설유,공립,17883,430,2695,11,1,28.18601937,0,경기도,이천시
1009,어린이집,보보스어린이집,사립,21617,721,3212,11,1,28.18601937,0,강원도,강릉시
10090,유치원,이황초등학교병설유치원,공립,47649,1361,6501,11,1,28.18601937,1,경기도,이천시
10091,유치원,장천초등학교병설유치원,공립,15779,258,2501,11,1,28.18601937,0,경기도,이천시
10092,유치원,장호원초등학교병설유치,공립,47649,1361,6501,11,1,28.18601937,0,경기도,이천시
10093,유치원,증포초등학교병설유치원,공립,131181,6299,18244,11,1,28.18601937,1,경기도,이천시
10094,유치원,진가초등학교병설유치원,공립,14955,214,2211,11,1,28.18601937,1,경기도,이천시
10095,유치원,표교초등학교병설유치원,공립,30723,413,5612,11,1,28.18601937,1,경기도,이천시
10096,유치원,한내초등학교병설유치원,공립,131181,6299,18244,11,1,28.18601937,0,경기도,이천시
10097,유치원,호법초등학교병설유치원,공립,17883,430,2695,11,1,28.18601937,0,경기도,이천시
10098,유치원,지예슬유치원,사립,131181,6299,18244,11,1,28.18601937,0,경기도,이천시
10099,유치원,아이유치원,사립,131181,6299,18244,11,1,28.18601937,0,경기도,이천시
101,어린이집,하바키즈어린이집,사립,119519,3793,14986,11,1,28.18601937,2,강원도,춘천시
1010,어린이집,꼬마궁전어린이집,사립,112026,3169,14785,11,1,28.18601937,1,강원도,강릉시
10100,유치원,그린나래유치원,사립,131181,6299,18244,11,1,28.18601937,0,경기도,이천시
10101,유치원,성모유치원,사립,48810,1357,7574,11,1,28.18601937,1,경기도,이천시
10102,유치원,장호원유치원,사립,47649,1361,6501,11,1,28.18601937,0,경기도,이천시
10103,유치원,장미유치원,사립,47649,1361,6501,11,1,28.18601937,0,경기도,이천시
10104,유치원,이화유치원,사립,36033,842,6073,11,1,28.18601937,0,경기도,이천시
10105,유치원,무지개유치원,사립,32220,796,4677,11,1,28.18601937,2,경기도,이천시
10106,유치원,한마음유치원,사립,32220,796,4677,11,1,28.18601937,1,경기도,이천시
10107,유치원,한울숲유치원,사립,17883,430,2695,11,1,28.18601937,0,경기도,이천시
10108,유치원,이천유치원,사립,131181,6299,18244,11,1,28.18601937,0,경기도,이천시
10109,유치원,영재유치원,사립,131181,6299,18244,11,1,28.18601937,0,경기도,이천시
1011,어린이집,해피아이 어린이집,사립,19734,566,3218,11,1,28.18601937,0,강원도,강릉시
10110,유치원,아미하늘땅별땅유치원,사립,114255,5329,14618,11,1,28.18601937,0,경기도,이천시
10112,유치원,토마토유치원,사립,114255,5329,14618,11,1,28.18601937,0,경기도,이천시
1012,어린이집,둥근마음 어린이집,사립,112026,3169,14785,11,1,28.18601937,2,강원도,강릉시
1013,어린이집,꿈꾸미어린이집,사립,79212,1715,11545,11,1,28.18601937,1,강원도,강릉시
1014,어린이집,킨더스쿨어린이집,사립,59716,1408,8252,11,1,28.18601937,2,강원도,강릉시
1015,어린이집,아해뜰어린이집,사립,112026,3169,14785,11,1,28.18601937,2,강원도,강릉시
1016,어린이집,햇살나무어린이집,사립,59716,1408,8252,11,1,28.18601937,0,강원도,강릉시
10160,유치원,만정초등학교병설유치원,공립,173764,8772,23168,11,1,28.18601937,0,경기도,안성시
10161,유치원,이화유치원,사립,59640,2166,9145,11,1,28.18601937,5,경기도,안성시
10162,유치원,리더스유치원,사립,173764,8772,23168,11,1,28.18601937,1,경기도,안성시
10163,유치원,봄누리유치원,공립,68900,2005,8608,11,1,28.18601937,1,경기도,안성시
10164,유치원,고삼초등학교병설유치원,공립,5980,69,1012,11,1,28.18601937,0,경기도,안성시
10165,유치원,개산초등학교병설유치원,공립,25393,903,3567,11,1,28.18601937,0,경기도,안성시
10166,유치원,개정초등학교병설유치원,공립,25590,591,2785,11,1,28.18601937,1,경기도,안성시
10167,유치원,공도초등학교병설유치원,공립,173764,8772,23168,11,1,28.18601937,2,경기도,안성시
10168,유치원,광덕초등학교병설유치원,공립,49629,793,7850,11,1,28.18601937,1,경기도,안성시
10169,유치원,광선초등학교병설유치원,공립,25560,359,3640,11,1,28.18601937,0,경기도,안성시
1017,어린이집,강릉공군은빛나래어린이,사립,89553,3617,11658,11,1,28.18601937,0,강원도,강릉시
10170,유치원,금광초등학교병설유치원,공립,25393,903,3567,11,1,28.18601937,0,경기도,안성시
10171,유치원,금광초등학교조령분교장,공립,25393,903,3567,11,1,28.18601937,0,경기도,안성시
10172,유치원,내혜홀초등학교병설유치,공립,59640,2166,9145,11,1,28.18601937,1,경기도,안성시
10173,유치원,대덕초등학교병설유치원,공립,49629,793,7850,11,1,28.18601937,1,경기도,안성시
10174,유치원,동신초등학교병설유치원,공립,18277,259,2700,11,1,28.18601937,0,경기도,안성시
10175,유치원,마전초등학교병설유치원,공립,16139,149,1872,11,1,28.18601937,2,경기도,안성시
10176,유치원,어울초등학교병설유치원,공립,49629,793,7850,11,1,28.18601937,3,경기도,안성시
10177,유치원,명덕초등학교병설유치원,공립,49629,793,7850,11,1,28.18601937,4,경기도,안성시
10178,유치원,문기초등학교병설유치원,공립,173764,8772,23168,11,1,28.18601937,3,경기도,안성시
10179,유치원,미곡초등학교병설유치원,공립,18357,243,2599,11,1,28.18601937,0,경기도,안성시
1018,어린이집,꼬마숲어린이집,사립,79212,1715,11545,11,1,28.18601937,0,강원도,강릉시
10180,유치원,미양초등학교병설유치원,공립,25590,591,2785,11,1,28.18601937,1,경기도,안성시
10181,유치원,보개초등학교병설유치원,공립,18277,259,2700,11,1,28.18601937,5,경기도,안성시
10182,유치원,보체초등학교병설유치원,공립,25590,591,2785,11,1,28.18601937,0,경기도,안성시
10183,유치원,비룡초등학교병설유치원,공립,68900,2005,8608,11,1,28.18601937,0,경기도,안성시
10184,유치원,산평초등학교병설유치원,공립,13457,134,1702,11,1,28.18601937,0,경기도,안성시
10185,유치원,삼죽초등학교병설유치원,공립,16139,149,1872,11,1,28.18601937,2,경기도,안성시
10186,유치원,서삼초등학교병설유치원,공립,18277,259,2700,11,1,28.18601937,0,경기도,안성시
10187,유치원,서운초등학교병설유치원,공립,13457,134,1702,11,1,28.18601937,0,경기도,안성시
10188,유치원,백성초등학교병설유치원,공립,59640,2166,9145,11,1,28.18601937,0,경기도,안성시
10189,유치원,안성초등학교병설유치원,공립,39146,806,5757,11,1,28.18601937,0,경기도,안성시
1019,어린이집,캐슬어린이집,사립,112026,3169,14785,11,1,28.18601937,1,강원도,강릉시
10190,유치원,양성초등학교병설유치원,공립,18357,243,2599,11,1,28.18601937,0,경기도,안성시
10191,유치원,양진초등학교병설유치원,공립,173764,8772,23168,11,1,28.18601937,0,경기도,안성시
10192,유치원,용머리초등학교병설유치,공립,173764,8772,23168,11,1,28.18601937,5,경기도,안성시
10193,유치원,원곡초등학교병설유치원,공립,17311,388,3122,11,1,28.18601937,1,경기도,안성시
10194,유치원,일죽초등학교병설유치원,공립,27132,455,3771,11,1,28.18601937,0,경기도,안성시
10195,유치원,죽산초등학교병설유치원,공립,25560,359,3640,11,1,28.18601937,1,경기도,안성시
10196,유치원,현매초등학교병설유치원,공립,13457,134,1702,11,1,28.18601937,4,경기도,안성시
10197,유치원,안법유치원,사립,39146,806,5757,11,1,28.18601937,0,경기도,안성시
10198,유치원,매산유치원,사립,25560,359,3640,11,1,28.18601937,1,경기도,안성시
10199,유치원,킹스키즈유치원,사립,173764,8772,23168,11,1,28.18601937,0,경기도,안성시
102,어린이집,최선어린이집,사립,21579,593,4210,11,1,28.18601937,0,강원도,춘천시
1020,어린이집,부영해피어린이집,사립,112026,3169,14785,11,1,28.18601937,0,강원도,강릉시
10200,유치원,파랑새유치원,사립,173764,8772,23168,11,1,28.18601937,1,경기도,안성시
10201,유치원,성모유치원,사립,25590,591,2785,11,1,28.18601937,1,경기도,안성시
10202,유치원,드림베리유치원,사립,173764,8772,23168,11,1,28.18601937,1,경기도,안성시
10203,유치원,안성유치원,사립,68900,2005,8608,11,1,28.18601937,1,경기도,안성시
10204,유치원,사관유치원,사립,173764,8772,23168,11,1,28.18601937,1,경기도,안성시
10205,유치원,엄마사랑유치원,사립,173764,8772,23168,11,1,28.18601937,2,경기도,안성시
10206,유치원,한울유치원,사립,173764,8772,23168,11,1,28.18601937,0,경기도,안성시
10207,유치원,행복한유치원,사립,18357,243,2599,11,1,28.18601937,0,경기도,안성시
10208,유치원,이든유치원,사립,173764,8772,23168,11,1,28.18601937,2,경기도,안성시
10209,유치원,삼성유치원,사립,173764,8772,23168,11,1,28.18601937,0,경기도,안성시
1021,어린이집,하은어린이집,사립,89553,3617,11658,11,1,28.18601937,0,강원도,강릉시
10210,유치원,혜윰유치원,사립,49629,793,7850,11,1,28.18601937,2,경기도,안성시
1022,어린이집,포근한어린이집,사립,89553,3617,11658,11,1,28.18601937,0,강원도,강릉시
1023,어린이집,꾸러기어린이집,사립,50559,1020,7793,11,1,28.18601937,0,강원도,강릉시
1024,어린이집,더샵어린이집,사립,89553,3617,11658,11,1,28.18601937,0,강원도,강릉시
1025,어린이집,강릉시청어린이집,사립,29106,714,6988,11,1,28.18601937,0,강원도,강릉시
1026,어린이집,나무별어린이집,사립,29106,714,6988,11,1,28.18601937,0,강원도,강릉시
10261,유치원,능현유치원,사립,63086,2094,9886,11,1,28.18601937,0,경기도,여주시
10262,유치원,여주유치원,사립,60331,1982,7747,11,1,28.18601937,0,경기도,여주시
10263,유치원,여주대학교부속유치원,사립,60331,1982,7747,11,1,28.18601937,0,경기도,여주시
10264,유치원,소화유치원,사립,60331,1982,7747,11,1,28.18601937,0,경기도,여주시
10265,유치원,재능유치원,사립,60331,1982,7747,11,1,28.18601937,1,경기도,여주시
10266,유치원,푸른유치원,사립,60331,1982,7747,11,1,28.18601937,1,경기도,여주시
10267,유치원,중앙유치원,사립,49282,1470,7339,11,1,28.18601937,2,경기도,여주시
10268,유치원,임당유치원,사립,49282,1470,7339,11,1,28.18601937,2,경기도,여주시
10269,유치원,해님유치원,사립,60331,1982,7747,11,1,28.18601937,2,경기도,여주시
1027,어린이집,우미린유아스쿨어린이집,사립,29106,714,6988,11,1,28.18601937,0,강원도,강릉시
10270,유치원,가남초등학교병설유치원,공립,49282,1470,7339,11,1,28.18601937,0,경기도,여주시
10271,유치원,강천초등학교병설유치원,공립,11175,153,1999,11,1,28.18601937,0,경기도,여주시
10272,유치원,금당초등학교병설유치원,공립,49282,1470,7339,11,1,28.18601937,1,경기도,여주시
10273,유치원,능북초등학교병설유치원,공립,20138,328,3046,11,1,28.18601937,0,경기도,여주시
10274,어린이집,별꽃어린이집,사립,245178,8326,28070,11,1,28.18601937,2,경기도,광명시
10274,유치원,능서초등학교병설유치원,공립,20138,328,3046,11,1,28.18601937,2,경기도,여주시
10275,어린이집,솔향기어린이집,사립,242520,9568,30466,11,1,28.18601937,4,경기도,광명시
10275,유치원,대신초등학교병설유치원,공립,22590,300,3654,11,1,28.18601937,4,경기도,여주시
10276,어린이집,라온어린이집,사립,193868,8156,30439,11,1,28.18601937,1,경기도,광명시
10276,유치원,매류초등학교병설유치원,공립,20138,328,3046,11,1,28.18601937,1,경기도,여주시
10277,어린이집,큰나무어린이집,사립,242520,9568,30466,11,1,28.18601937,3,경기도,광명시
10277,유치원,문장초등학교병설유치원,공립,15699,257,2376,11,1,28.18601937,3,경기도,여주시
10278,어린이집,밝은둥지어린이집,사립,326880,8325,36538,11,1,28.18601937,1,경기도,광명시
10278,유치원,북내초등학교병설유치원,공립,15655,196,2350,11,1,28.18601937,1,경기도,여주시
10279,어린이집,또래별어린이집,사립,242520,9568,30466,11,1,28.18601937,3,경기도,광명시
10279,유치원,북내초등학교도전분교장,공립,11175,153,1999,11,1,28.18601937,3,경기도,여주시
1028,어린이집,밤비니어린이집,사립,9982,152,1441,11,1,28.18601937,17,강원도,강릉시
10280,어린이집,늘푸른어린이집,사립,242520,9568,30466,11,1,28.18601937,3,경기도,광명시
10280,유치원,상품초등학교병설유치원,공립,7137,144,1236,11,1,28.18601937,3,경기도,여주시
10281,어린이집,하늘땅어린이집,사립,326880,8325,36538,11,1,28.18601937,0,경기도,광명시
10281,유치원,세종초등학교병설유치원,공립,60331,1982,7747,11,1,28.18601937,0,경기도,여주시
10282,어린이집,프레젠트스쿨어린이집,사립,242520,9568,30466,11,1,28.18601937,2,경기도,광명시
10282,유치원,송삼초등학교병설유치원,공립,49282,1470,7339,11,1,28.18601937,2,경기도,여주시
10283,어린이집,아기별어린이집,사립,242520,9568,30466,11,1,28.18601937,1,경기도,광명시
10283,유치원,송촌초등학교병설유치원,공립,22590,300,3654,11,1,28.18601937,1,경기도,여주시
10284,어린이집,현대어린이집,사립,245178,8326,28070,11,1,28.18601937,2,경기도,광명시
10284,유치원,여주초등학교병설유치원,공립,60331,1982,7747,11,1,28.18601937,2,경기도,여주시
10285,어린이집,리나어린이집,사립,242520,9568,30466,11,1,28.18601937,1,경기도,광명시
10285,유치원,여흥초등학교병설유치원,공립,63086,2094,9886,11,1,28.18601937,1,경기도,여주시
10286,어린이집,호호어린이집,사립,242520,9568,30466,11,1,28.18601937,5,경기도,광명시
10286,유치원,연라초등학교병설유치원,공립,60331,1982,7747,11,1,28.18601937,5,경기도,여주시
10287,어린이집,현진어린이집,사립,326880,8325,36538,11,1,28.18601937,0,경기도,광명시
10287,유치원,오산초등학교병설유치원,공립,49282,1470,7339,11,1,28.18601937,0,경기도,여주시
10288,어린이집,예랑어린이집,사립,326880,8325,36538,11,1,28.18601937,0,경기도,광명시
10288,유치원,오학초등학교병설유치원,공립,42026,1822,6634,11,1,28.18601937,0,경기도,여주시
10289,어린이집,사임당어린이집,사립,242520,9568,30466,11,1,28.18601937,3,경기도,광명시
10289,유치원,이포초등학교병설유치원,공립,8806,139,1559,11,1,28.18601937,3,경기도,여주시
1029,어린이집,꼬마숲어린이집,사립,50559,1020,7793,11,1,28.18601937,0,강원도,강릉시
10290,어린이집,다영어린이집,사립,242520,9568,30466,11,1,28.18601937,3,경기도,광명시
10290,유치원,점동초등학교병설유치원,공립,13860,183,2115,11,1,28.18601937,3,경기도,여주시
10291,어린이집,유리어린이집,사립,99192,3780,18795,11,1,28.18601937,0,경기도,광명시
10291,유치원,깊은샘유치원,사립,60331,1982,7747,11,1,28.18601937,0,경기도,여주시
10292,어린이집,꿈이있는어린이집,사립,242520,9568,30466,11,1,28.18601937,1,경기도,광명시
10292,유치원,점봉초등학교병설유치원,공립,63086,2094,9886,11,1,28.18601937,1,경기도,여주시
10293,어린이집,새미리어린이집,사립,242520,9568,30466,11,1,28.18601937,3,경기도,광명시
10293,유치원,천남초등학교병설유치원,공립,22590,300,3654,11,1,28.18601937,3,경기도,여주시
10294,어린이집,피터팬어린이집,사립,245178,8326,28070,11,1,28.18601937,2,경기도,광명시
10294,유치원,흥천초등학교병설유치원,공립,15699,257,2376,11,1,28.18601937,2,경기도,여주시
10295,어린이집,초콜릿어린이집,사립,46121,1479,4591,11,1,28.18601937,5,경기도,광명시
10296,어린이집,해피아이어린이집,사립,242520,9568,30466,11,1,28.18601937,4,경기도,광명시
10297,어린이집,홍당무어린이집,사립,326880,8325,36538,11,1,28.18601937,1,경기도,광명시
10298,어린이집,광명하늘바다어린이집,사립,326880,8325,36538,11,1,28.18601937,0,경기도,광명시
10299,어린이집,꿀단지어린이집,사립,193868,8156,30439,11,1,28.18601937,1,경기도,광명시
103,어린이집,슬기어린이집,사립,53564,2419,7653,11,1,28.18601937,0,강원도,춘천시
1030,어린이집,강릉원주대학교해람어린,사립,9982,152,1441,11,1,28.18601937,17,강원도,강릉시
10300,어린이집,아이사랑어린이집,사립,245178,8326,28070,11,1,28.18601937,0,경기도,광명시
10301,어린이집,광명이삭어린이집,사립,326880,8325,36538,11,1,28.18601937,1,경기도,광명시
10302,어린이집,또래어린이집,사립,242520,9568,30466,11,1,28.18601937,0,경기도,광명시
10303,어린이집,올챙이어린이집,사립,242520,9568,30466,11,1,28.18601937,1,경기도,광명시
10304,어린이집,아이맘어린이집,사립,242520,9568,30466,11,1,28.18601937,1,경기도,광명시
10305,어린이집,기쁨샘어린이집,사립,326880,8325,36538,11,1,28.18601937,1,경기도,광명시
10306,어린이집,그린들어린이집,사립,242520,9568,30466,11,1,28.18601937,1,경기도,광명시
10307,어린이집,한솔몬테소리어린이집,사립,242520,9568,30466,11,1,28.18601937,0,경기도,광명시
10308,어린이집,아이꿈터어린이집,사립,242520,9568,30466,11,1,28.18601937,1,경기도,광명시
10309,어린이집,창의어린이집,사립,242520,9568,30466,11,1,28.18601937,1,경기도,광명시
1031,어린이집,미디어촌5단지어린이집,사립,29106,714,6988,11,1,28.18601937,0,강원도,강릉시
10310,어린이집,아이동산어린이집,사립,242520,9568,30466,11,1,28.18601937,0,경기도,광명시
10311,어린이집,꿈동이어린이집,사립,242520,9568,30466,11,1,28.18601937,0,경기도,광명시
10312,어린이집,종이나라어린이집,사립,245178,8326,28070,11,1,28.18601937,0,경기도,광명시
10313,어린이집,우리아기어린이집,사립,242520,9568,30466,11,1,28.18601937,4,경기도,광명시
10316,어린이집,철산샬롬어린이집,사립,245178,8326,28070,11,1,28.18601937,2,경기도,광명시
10317,어린이집,엄마어린이집,사립,326880,8325,36538,11,1,28.18601937,1,경기도,광명시
10318,어린이집,해사랑어린이집,사립,245178,8326,28070,11,1,28.18601937,0,경기도,광명시
1032,어린이집,힐스테이트강릉어린이집,사립,9982,152,1441,11,1,28.18601937,17,강원도,강릉시
10321,어린이집,좋은성품어린이집,사립,326880,8325,36538,11,1,28.18601937,3,경기도,광명시
10322,어린이집,스타삐아제어린이집,사립,245178,8326,28070,11,1,28.18601937,0,경기도,광명시
10323,어린이집,이솝어린이집,사립,245178,8326,28070,11,1,28.18601937,0,경기도,광명시
10324,어린이집,베이비몬테소리어린이집,사립,245178,8326,28070,11,1,28.18601937,0,경기도,광명시
10326,어린이집,철산단비어린이집,사립,245178,8326,28070,11,1,28.18601937,0,경기도,광명시
10327,어린이집,자연어린이집,사립,245178,8326,28070,11,1,28.18601937,0,경기도,광명시
1033,어린이집,미디어촌6단지어린이집,사립,9982,152,1441,11,1,28.18601937,17,강원도,강릉시
10334,유치원,강상초등학교병설유치원,공립,22845,796,4492,11,1,28.18601937,1,경기도,양평군
10335,유치원,강하초등학교병설유치원,공립,11826,209,2471,11,1,28.18601937,1,경기도,양평군
10336,유치원,개군초등학교병설유치원,공립,13217,292,2584,11,1,28.18601937,1,경기도,양평군
10337,유치원,곡수초등학교병설유치원,공립,19368,296,3622,11,1,28.18601937,2,경기도,양평군
1043,어린이집,한빛어린이집,사립,91994,3594,12733,11,1,28.18601937,1,강원도,동해시
10338,유치원,다문초등학교병설유치원,공립,41157,1041,7952,11,1,28.18601937,1,경기도,양평군
10339,유치원,대아초등학교병설유치원,공립,34707,769,6088,11,1,28.18601937,0,경기도,양평군
1034,어린이집,선수촌8단지어린이집,사립,25458,267,4067,11,1,28.18601937,0,강원도,강릉시
10340,유치원,서종초등학교병설유치원,공립,21018,562,4710,11,1,28.18601937,3,경기도,양평군
10341,유치원,세월초등학교병설유치원,공립,22845,796,4492,11,1,28.18601937,0,경기도,양평군
10342,유치원,수입초등학교병설유치원,공립,21018,562,4710,11,1,28.18601937,0,경기도,양평군
10343,유치원,양동초등학교병설유치원,공립,12893,183,2331,11,1,28.18601937,0,경기도,양평군
10344,유치원,양수초등학교병설유치원,공립,34707,769,6088,11,1,28.18601937,0,경기도,양평군
10345,유치원,양평단월초등학교병설유,공립,10383,152,2039,11,1,28.18601937,1,경기도,양평군
10346,유치원,옥천초등학교병설유치원,공립,21122,529,3825,11,1,28.18601937,1,경기도,양평군
10347,유치원,용문초등학교병설유치원,공립,41157,1041,7952,11,1,28.18601937,1,경기도,양평군
10348,유치원,원덕초등학교병설유치원,공립,86076,2846,13351,11,1,28.18601937,0,경기도,양평군
10349,유치원,조현초등학교병설유치원,공립,41157,1041,7952,11,1,28.18601937,3,경기도,양평군
10466,유치원,예지슬유치원,사립,128025,5098,18404,11,1,28.18601937,1,경기도,고양시
1035,어린이집,미디어촌7단지어린이집,사립,29106,714,6988,11,1,28.18601937,0,강원도,강릉시
10350,유치원,지평초등학교병설유치원,공립,19368,296,3622,11,1,28.18601937,1,경기도,양평군
10351,유치원,청운초등학교병설유치원,공립,11161,130,2049,11,1,28.18601937,1,경기도,양평군
10352,유치원,양동초등학교고송분교장,공립,12893,183,2331,11,1,28.18601937,1,경기도,양평군
10353,유치원,동산유치원,사립,86076,2846,13351,11,1,28.18601937,2,경기도,양평군
10354,유치원,성림유치원,사립,86076,2846,13351,11,1,28.18601937,1,경기도,양평군
10355,유치원,양평하나유치원,사립,86076,2846,13351,11,1,28.18601937,0,경기도,양평군
10356,유치원,양서초등학교병설유치원,공립,34707,769,6088,11,1,28.18601937,1,경기도,양평군
10357,어린이집,파랑새어린이집,사립,193868,8156,30439,11,1,28.18601937,5,경기도,광명시
10357,유치원,정배초등학교병설유치원,공립,21018,562,4710,11,1,28.18601937,5,경기도,양평군
10358,유치원,양평유치원,공립,86076,2846,13351,11,1,28.18601937,1,경기도,양평군
1036,어린이집,더휴어린이집,사립,9982,152,1441,11,1,28.18601937,17,강원도,강릉시
10365,어린이집,둥지어린이집,사립,242520,9568,30466,11,1,28.18601937,4,경기도,광명시
1037,어린이집,강변코아루어린이집,사립,9982,152,1441,11,1,28.18601937,17,강원도,강릉시
1038,어린이집,회산한신더휴어린이집,사립,12062,168,1870,11,1,28.18601937,1,강원도,강릉시
1039,어린이집,더샵어린이집,사립,89553,3617,11658,11,1,28.18601937,0,강원도,강릉시
10394,유치원,백송초등학교병설유치원,공립,128025,5098,18404,11,1,28.18601937,0,경기도,고양시
10395,유치원,양일초등학교병설유치원,공립,94678,4088,11764,11,1,28.18601937,8,경기도,고양시
10396,유치원,한산초등학교병설유치원,공립,128025,5098,18404,11,1,28.18601937,1,경기도,고양시
10397,유치원,화중초등학교병설유치원,공립,223449,6776,28712,11,1,28.18601937,4,경기도,고양시
10398,유치원,숲소리유치원,사립,38136,1497,10045,11,1,28.18601937,3,경기도,고양시
10399,유치원,문촌초등학교병설유치원,공립,177014,5231,22471,11,1,28.18601937,4,경기도,고양시
104,어린이집,꼬마해달별어린이집,사립,119519,3793,14986,11,1,28.18601937,0,강원도,춘천시
1040,어린이집,근로복지공단 동해어린,사립,91994,3594,12733,11,1,28.18601937,0,강원도,동해시
10400,유치원,다솜초등학교병설유치원,공립,111927,3834,14693,11,1,28.18601937,2,경기도,고양시
10401,유치원,풍동초등학교병설유치원,공립,111927,3834,14693,11,1,28.18601937,3,경기도,고양시
10402,유치원,고양초등학교병설유치원,공립,96915,3547,12804,11,1,28.18601937,0,경기도,고양시
10403,유치원,가좌초등학교병설유치원,공립,128025,5098,18404,11,1,28.18601937,1,경기도,고양시
10404,유치원,토당초등학교병설유치원,공립,120423,2846,17204,11,1,28.18601937,1,경기도,고양시
10405,유치원,고양용현초등학교병설유,공립,323108,10079,41034,11,1,28.18601937,4,경기도,고양시
10406,유치원,고양백석초등학교병설유,공립,152184,3468,26635,11,1,28.18601937,8,경기도,고양시
10407,유치원,금계초등학교병설유치원,공립,152184,3468,26635,11,1,28.18601937,0,경기도,고양시
10408,유치원,덕이초등학교병설유치원,공립,128025,5098,18404,11,1,28.18601937,4,경기도,고양시
10409,유치원,도래울초등학교병설유치,공립,87050,4236,17966,11,1,28.18601937,2,경기도,고양시
1041,어린이집,우주어린이집,사립,17454,312,2766,11,1,28.18601937,0,강원도,동해시
10410,어린이집,소하사임당어린이집,사립,193868,8156,30439,11,1,28.18601937,4,경기도,광명시
10410,유치원,아리솔유치원,사립,130790,3498,18755,11,1,28.18601937,4,경기도,고양시
10411,유치원,풍동숲속유치원,공립,111927,3834,14693,11,1,28.18601937,0,경기도,고양시
